SPECIES_SCIENTIFIC,CUR_NME,STATUS,ENDEMIC.STATUS,Species_common
HIMANTURA LEOPARDA,Pondoland Marine Protected Area,VU,0,Leopard whipray
HIMANTURA LEOPARDA,Protea Banks Marine Protected Area,VU,0,Leopard whipray
HIMANTURA LEOPARDA,Trafalgar Marine Protected Area,VU,0,Leopard whipray
HIMANTURA LEOPARDA,uThukela Marine Protected Area,VU,0,Leopard whipray
HIMANTURA UARNAK,Aliwal Shoal Marine Protected Area,EN,0,Honeycomb whipray
HIMANTURA UARNAK,Hluleka Marine Protected Area,EN,0,Honeycomb whipray
HIMANTURA UARNAK,iSimangaliso Marine Protected Area,EN,0,Honeycomb whipray
HIMANTURA UARNAK,Pondoland Marine Protected Area,EN,0,Honeycomb whipray
HIMANTURA UARNAK,Protea Banks Marine Protected Area,EN,0,Honeycomb whipray
HIMANTURA UARNAK,Trafalgar Marine Protected Area,EN,0,Honeycomb whipray
HIMANTURA UARNAK,uThukela Marine Protected Area,EN,0,Honeycomb whipray
HOLOHALAELURUS REGANI,Addo Elephant National Park Marine Protected Area,LC,2,Izak catshark
HOLOHALAELURUS REGANI,Agulhas Bank Complex Marine Protected Area,LC,2,Izak catshark
HOLOHALAELURUS REGANI,Agulhas Muds Marine Protected Area,LC,2,Izak catshark
HOLOHALAELURUS REGANI,Benguela Muds Marine Protected Area,LC,2,Izak catshark
HOLOHALAELURUS REGANI,Browns Bank Corals Marine Protected Area,LC,2,Izak catshark
HOLOHALAELURUS REGANI,Cape Canyon Marine Protected Area,LC,2,Izak catshark
HOLOHALAELURUS REGANI,Childs Bank Marine Protected Area,LC,2,Izak catshark
HOLOHALAELURUS REGANI,De Hoop Marine Protected Area,LC,2,Izak catshark
HOLOHALAELURUS REGANI,Jutten Island Marine Protected Area,LC,2,Izak catshark
HOLOHALAELURUS REGANI,Langebaan Lagoon Marine Protected Area,LC,2,Izak catshark
HOLOHALAELURUS REGANI,Malgas Island Marine Protected Area,LC,2,Izak catshark
HOLOHALAELURUS REGANI,Namaqua Fossil Forest Marine Protected Area,LC,2,Izak catshark
HOLOHALAELURUS REGANI,Orange Shelf Edge Marine Protected Area,LC,2,Izak catshark
HOLOHALAELURUS REGANI,Robben Island Marine Protected Area,LC,2,Izak catshark
HOLOHALAELURUS REGANI,Sardinia Bay Marine Protected Area,LC,2,Izak catshark
HOLOHALAELURUS REGANI,Sixteen Mile Beach Marine Protected Area,LC,2,Izak catshark
HOLOHALAELURUS REGANI,Southwest Indian Seamounts Marine Protected Area,LC,2,Izak catshark
HOLOHALAELURUS REGANI,Table Mountain National Park Marine Protected Area,LC,2,Izak catshark
LEUCORAJA WALLACEI,Addo Elephant National Park Marine Protected Area,VU,2,Yellowspotted  skate
LEUCORAJA WALLACEI,Agulhas Bank Complex Marine Protected Area,VU,2,Yellowspotted  skate
LEUCORAJA WALLACEI,Benguela Muds Marine Protected Area,VU,2,Yellowspotted  skate
LEUCORAJA WALLACEI,Betty's Bay Marine Protected Area,VU,2,Yellowspotted  skate
LEUCORAJA WALLACEI,Browns Bank Corals Marine Protected Area,VU,2,Yellowspotted  skate
LEUCORAJA WALLACEI,Cape Canyon Marine Protected Area,VU,2,Yellowspotted  skate
LEUCORAJA WALLACEI,Childs Bank Marine Protected Area,VU,2,Yellowspotted  skate
LEUCORAJA WALLACEI,Goukamma Marine Protected Area,VU,2,Yellowspotted  skate
LEUCORAJA WALLACEI,Orange Shelf Edge Marine Protected Area,VU,2,Yellowspotted  skate
LEUCORAJA WALLACEI,Robberg Marine Protected Area,VU,2,Yellowspotted  skate
LEUCORAJA WALLACEI,Sardinia Bay Marine Protected Area,VU,2,Yellowspotted  skate
LEUCORAJA WALLACEI,Southwest Indian Seamounts Marine Protected Area,VU,2,Yellowspotted  skate
LEUCORAJA WALLACEI,Stilbaai Marine Protected Area,VU,2,Yellowspotted  skate
LEUCORAJA WALLACEI,Table Mountain National Park Marine Protected Area,VU,2,Yellowspotted  skate
LEUCORAJA WALLACEI,Tsitsikamma Marine Protected Area,VU,2,Yellowspotted  skate
MALACORAJA SPINACIDERMIS,Benguela Muds Marine Protected Area,LC,0,Roughskin skate
MALACORAJA SPINACIDERMIS,Browns Bank Corals Marine Protected Area,LC,0,Roughskin skate
MALACORAJA SPINACIDERMIS,Childs Bank Marine Protected Area,LC,0,Roughskin skate
MALACORAJA SPINACIDERMIS,Orange Shelf Edge Marine Protected Area,LC,0,Roughskin skate
MALACORAJA SPINACIDERMIS,Port Elizabeth Corals Marine Protected Area,LC,0,Roughskin skate
MALACORAJA SPINACIDERMIS,Southeast Atlantic Seamounts Marine Protected Area,LC,0,Roughskin skate
MALACORAJA SPINACIDERMIS,Southwest Indian Seamounts Marine Protected Area,LC,0,Roughskin skate
MOBULA ALFREDI,Aliwal Shoal Marine Protected Area,VU,0,Reef manta ray
MOBULA ALFREDI,iSimangaliso Marine Protected Area,VU,0,Reef manta ray
MOBULA ALFREDI,Pondoland Marine Protected Area,VU,0,Reef manta ray
MOBULA ALFREDI,Protea Banks Marine Protected Area,VU,0,Reef manta ray
MOBULA ALFREDI,Trafalgar Marine Protected Area,VU,0,Reef manta ray
MOBULA BIROSTRIS,Aliwal Shoal Marine Protected Area,EN,0,Giant manta ray
MOBULA BIROSTRIS,Dwesa-Cwebe Marine Protected Area,EN,0,Giant manta ray
MOBULA BIROSTRIS,Hluleka Marine Protected Area,EN,0,Giant manta ray
MOBULA BIROSTRIS,iSimangaliso Marine Protected Area,EN,0,Giant manta ray
MOBULA BIROSTRIS,Pondoland Marine Protected Area,EN,0,Giant manta ray
MOBULA BIROSTRIS,Protea Banks Marine Protected Area,EN,0,Giant manta ray
MOBULA BIROSTRIS,Trafalgar Marine Protected Area,EN,0,Giant manta ray
MOBULA BIROSTRIS,uThukela Marine Protected Area,EN,0,Giant manta ray
MOBULA KUHLII,Aliwal Shoal Marine Protected Area,EN,0,Shortfin devilray
MOBULA KUHLII,Amathole Marine Protected Area,EN,0,Shortfin devilray
MOBULA KUHLII,Dwesa-Cwebe Marine Protected Area,EN,0,Shortfin devilray
MOBULA KUHLII,Hluleka Marine Protected Area,EN,0,Shortfin devilray
MOBULA KUHLII,iSimangaliso Marine Protected Area,EN,0,Shortfin devilray
MOBULA KUHLII,Pondoland Marine Protected Area,EN,0,Shortfin devilray
MOBULA KUHLII,Protea Banks Marine Protected Area,EN,0,Shortfin devilray
MOBULA KUHLII,Trafalgar Marine Protected Area,EN,0,Shortfin devilray
MOBULA KUHLII,uThukela Marine Protected Area,EN,0,Shortfin devilray
MUSTELUS MUSTELUS,Addo Elephant National Park Marine Protected Area,EN,0,Common smoothhound shark
MUSTELUS MUSTELUS,Agulhas Bank Complex Marine Protected Area,EN,0,Common smoothhound shark
MUSTELUS MUSTELUS,Agulhas Muds Marine Protected Area,EN,0,Common smoothhound shark
MUSTELUS MUSTELUS,Aliwal Shoal Marine Protected Area,EN,0,Common smoothhound shark
MUSTELUS MUSTELUS,Amathole Marine Protected Area,EN,0,Common smoothhound shark
MUSTELUS MUSTELUS,Betty's Bay Marine Protected Area,EN,0,Common smoothhound shark
MUSTELUS MUSTELUS,Browns Bank Corals Marine Protected Area,EN,0,Common smoothhound shark
MUSTELUS MUSTELUS,Cape Canyon Marine Protected Area,EN,0,Common smoothhound shark
MUSTELUS MUSTELUS,De Hoop Marine Protected Area,EN,0,Common smoothhound shark
MUSTELUS MUSTELUS,Dwesa-Cwebe Marine Protected Area,EN,0,Common smoothhound shark
MUSTELUS MUSTELUS,Goukamma Marine Protected Area,EN,0,Common smoothhound shark
MUSTELUS MUSTELUS,Helderberg Marine Protected Area,EN,0,Common smoothhound shark
MUSTELUS MUSTELUS,Hluleka Marine Protected Area,EN,0,Common smoothhound shark
MUSTELUS MUSTELUS,iSimangaliso Marine Protected Area,EN,0,Common smoothhound shark
MUSTELUS MUSTELUS,Jutten Island Marine Protected Area,EN,0,Common smoothhound shark
