"feature","met","total_amount","absolute_target","absolute_held","absolute_shortfall","relative_target","relative_held","relative_shortfall","sol_n"
"Carcharhinus albimarginatus",TRUE,10,3,8,0,0.3,0.8,0,23
"Carcharhinus amblyrhynchos",TRUE,23,11.5,19,0,0.5,0.826086956521739,0,23
"Carcharhinus amboinensis",TRUE,231,69.3,96,0,0.3,0.415584415584416,0,23
"Carcharhinus brachyurus",TRUE,1230,369,552,0,0.3,0.448780487804878,0,23
"Carcharhinus brevipinna",TRUE,247,74.1,103,0,0.3,0.417004048582996,0,23
"Carcharhinus leucas",TRUE,117,35.1,60,0,0.3,0.512820512820513,0,23
"Carcharhinus limbatus",TRUE,330,99,168,0,0.3,0.509090909090909,0,23
"Carcharhinus obscurus",FALSE,707,353.5,353,0.5,0.5,0.499292786421499,0.000707213578500707,23
"Carcharhinus plumbeus",TRUE,107,53.5,54,0,0.5,0.504672897196262,0,23
"Carcharias taurus",TRUE,552,276,278,0,0.5,0.503623188405797,0,23
"Centrophorus squamosus",FALSE,515,257.5,180,77.5,0.5,0.349514563106796,0.150485436893204,23
"Centroscymnus owstonii",FALSE,527,158.1,158,0.0999999999999943,0.3,0.299810246679317,0.000189753320683101,23
"Galeorhinus galeus",FALSE,1925,962.5,524,438.5,0.5,0.272207792207792,0.227792207792208,23
"Halaelurus natalensis",TRUE,649,324.5,361,0,0.5,0.556240369799692,0,23
"Haploblepharus edwardsii",FALSE,687,412.2,411,1.19999999999999,0.6,0.59825327510917,0.00174672489082968,23
"Haploblepharus fuscus",TRUE,287,143.5,144,0,0.5,0.501742160278746,0,23
"Himantura leoparda",TRUE,172,51.6,84,0,0.3,0.488372093023256,0,23
"Himantura uarnak",TRUE,91,45.5,46,0,0.5,0.505494505494505,0,23
"Leucoraja wallacei",FALSE,1610,644,499,145,0.4,0.309937888198758,0.0900621118012422,23
"Mobula alfredi",TRUE,80,24,50,0,0.3,0.625,0,23
"Mobula birostris",TRUE,116,58,58,0,0.5,0.5,0,23
"Mobula kuhlii",TRUE,171,85.5,92,0,0.5,0.538011695906433,0,23
"Mustelus mustelus",FALSE,1503,751.5,582,169.5,0.5,0.387225548902196,0.112774451097804,23
"Myliobatis aquila",TRUE,810,405,418,0,0.5,0.516049382716049,0,23
"Neoraja stehmanni",TRUE,294,88.2,89,0,0.3,0.302721088435374,0,23
"Notorynchus cepedianus",TRUE,712,213.6,374,0,0.3,0.525280898876405,0,23
"Pateobatis fai",TRUE,36,10.8,18,0,0.3,0.5,0,23
"Pateobatis jenkinsii",TRUE,226,67.8,121,0,0.3,0.535398230088496,0,23
"Poroderma africanum",TRUE,570,171,292,0,0.3,0.512280701754386,0,23
"Poroderma pantherinum",TRUE,527,158.1,279,0,0.3,0.529411764705882,0,23
"Raja ocellifera",FALSE,765,459,442,17,0.6,0.577777777777778,0.0222222222222222,23
"Rhinoptera jayakari",TRUE,62,31,32,0,0.5,0.516129032258065,0,23
"Rhizoprionodon acutus",TRUE,77,23.1,31,0,0.3,0.402597402597403,0,23
"Rhynchobatus djiddensis",TRUE,149,74.5,76,0,0.5,0.51006711409396,0,23
"Rostroraja alba",FALSE,1778,889,514,375,0.5,0.289088863892013,0.210911136107987,23
"Scylliogaleus quecketti",TRUE,24,12,12,0,0.5,0.5,0,23
"Sphyrna zygaena",TRUE,666,333,354,0,0.5,0.531531531531532,0,23
"Squalus acanthias",FALSE,2123,636.9,598,38.9,0.3,0.281676872350447,0.0183231276495525,23
"Stegostoma tigrinum",TRUE,100,30,45,0,0.3,0.45,0,23
"Taeniurops meyeni",TRUE,85,42.5,46,0,0.5,0.541176470588235,0,23
"Triaenodon obesus",TRUE,27,8.1,16,0,0.3,0.592592592592593,0,23
"Sphyrna lewini",FALSE,669,200.7,153,47.7,0.3,0.228699551569507,0.0713004484304933,23
"Acroteriobatus annulatus",FALSE,1242,621,579,42,0.5,0.466183574879227,0.0338164251207729,24
"Acroteriobatus leucospilus",TRUE,161,80.5,81,0,0.5,0.503105590062112,0,24
"Aetobatus ocellatus",TRUE,188,56.4,95,0,0.3,0.50531914893617,0,24
"Aetomylaeus bovinus",TRUE,391,195.5,196,0,0.5,0.501278772378517,0,24
"Apristurus saldanha",FALSE,735,220.5,184,36.5,0.3,0.250340136054422,0.0496598639455782,24
"Bathytoshia lata",TRUE,933,279.9,458,0,0.3,0.490889603429796,0,24
"Carcharhinus albimarginatus",TRUE,10,3,8,0,0.3,0.8,0,24
"Carcharhinus amblyrhynchos",TRUE,23,11.5,19,0,0.5,0.826086956521739,0,24
"Carcharhinus amboinensis",TRUE,231,69.3,96,0,0.3,0.415584415584416,0,24
"Carcharhinus brachyurus",TRUE,1230,369,552,0,0.3,0.448780487804878,0,24
"Carcharhinus brevipinna",TRUE,247,74.1,103,0,0.3,0.417004048582996,0,24
"Carcharhinus leucas",TRUE,117,35.1,60,0,0.3,0.512820512820513,0,24
"Carcharhinus limbatus",TRUE,330,99,168,0,0.3,0.509090909090909,0,24
"Carcharhinus obscurus",FALSE,707,353.5,353,0.5,0.5,0.499292786421499,0.000707213578500707,24
"Carcharhinus plumbeus",TRUE,107,53.5,54,0,0.5,0.504672897196262,0,24
"Carcharias taurus",TRUE,552,276,278,0,0.5,0.503623188405797,0,24
"Centrophorus squamosus",FALSE,515,257.5,180,77.5,0.5,0.349514563106796,0.150485436893204,24
"Centroscymnus owstonii",FALSE,527,158.1,158,0.0999999999999943,0.3,0.299810246679317,0.000189753320683101,24
"Galeorhinus galeus",FALSE,1925,962.5,524,438.5,0.5,0.272207792207792,0.227792207792208,24
"Halaelurus natalensis",TRUE,649,324.5,360,0,0.5,0.554699537750385,0,24
"Haploblepharus edwardsii",FALSE,687,412.2,411,1.19999999999999,0.6,0.59825327510917,0.00174672489082968,24
"Haploblepharus fuscus",TRUE,287,143.5,144,0,0.5,0.501742160278746,0,24
"Himantura leoparda",TRUE,172,51.6,84,0,0.3,0.488372093023256,0,24
"Himantura uarnak",TRUE,91,45.5,46,0,0.5,0.505494505494505,0,24
"Leucoraja wallacei",FALSE,1610,644,499,145,0.4,0.309937888198758,0.0900621118012422,24
"Mobula alfredi",TRUE,80,24,50,0,0.3,0.625,0,24
"Mobula birostris",TRUE,116,58,58,0,0.5,0.5,0,24
"Mobula kuhlii",TRUE,171,85.5,92,0,0.5,0.538011695906433,0,24
"Mustelus mustelus",FALSE,1503,751.5,582,169.5,0.5,0.387225548902196,0.112774451097804,24
"Myliobatis aquila",TRUE,810,405,418,0,0.5,0.516049382716049,0,24
"Neoraja stehmanni",TRUE,294,88.2,89,0,0.3,0.302721088435374,0,24
"Notorynchus cepedianus",TRUE,712,213.6,374,0,0.3,0.525280898876405,0,24
"Pateobatis fai",TRUE,36,10.8,18,0,0.3,0.5,0,24
"Pateobatis jenkinsii",TRUE,226,67.8,121,0,0.3,0.535398230088496,0,24
"Poroderma africanum",TRUE,570,171,291,0,0.3,0.510526315789474,0,24
"Poroderma pantherinum",TRUE,527,158.1,278,0,0.3,0.527514231499051,0,24
"Raja ocellifera",FALSE,765,459,442,17,0.6,0.577777777777778,0.0222222222222222,24
"Rhinoptera jayakari",TRUE,62,31,32,0,0.5,0.516129032258065,0,24
"Rhizoprionodon acutus",TRUE,77,23.1,31,0,0.3,0.402597402597403,0,24
"Rhynchobatus djiddensis",TRUE,149,74.5,76,0,0.5,0.51006711409396,0,24
"Rostroraja alba",FALSE,1778,889,514,375,0.5,0.289088863892013,0.210911136107987,24
"Scylliogaleus quecketti",TRUE,24,12,12,0,0.5,0.5,0,24
"Sphyrna zygaena",TRUE,666,333,353,0,0.5,0.53003003003003,0,24
"Squalus acanthias",FALSE,2123,636.9,598,38.9,0.3,0.281676872350447,0.0183231276495525,24
"Stegostoma tigrinum",TRUE,100,30,45,0,0.3,0.45,0,24
"Taeniurops meyeni",TRUE,85,42.5,46,0,0.5,0.541176470588235,0,24
"Triaenodon obesus",TRUE,27,8.1,16,0,0.3,0.592592592592593,0,24
"Sphyrna lewini",FALSE,669,200.7,153,47.7,0.3,0.228699551569507,0.0713004484304933,24
"Acroteriobatus annulatus",FALSE,1242,621,579,42,0.5,0.466183574879227,0.0338164251207729,25
"Acroteriobatus leucospilus",TRUE,161,80.5,81,0,0.5,0.503105590062112,0,25
"Aetobatus ocellatus",TRUE,188,56.4,95,0,0.3,0.50531914893617,0,25
"Aetomylaeus bovinus",TRUE,391,195.5,196,0,0.5,0.501278772378517,0,25
"Apristurus saldanha",FALSE,735,220.5,184,36.5,0.3,0.250340136054422,0.0496598639455782,25
"Bathytoshia lata",TRUE,933,279.9,458,0,0.3,0.490889603429796,0,25
"Carcharhinus albimarginatus",TRUE,10,3,8,0,0.3,0.8,0,25
"Carcharhinus amblyrhynchos",TRUE,23,11.5,19,0,0.5,0.826086956521739,0,25
"Carcharhinus amboinensis",TRUE,231,69.3,96,0,0.3,0.415584415584416,0,25
"Carcharhinus brachyurus",TRUE,1230,369,552,0,0.3,0.448780487804878,0,25
"Carcharhinus brevipinna",TRUE,247,74.1,103,0,0.3,0.417004048582996,0,25
"Carcharhinus leucas",TRUE,117,35.1,60,0,0.3,0.512820512820513,0,25
"Carcharhinus limbatus",TRUE,330,99,168,0,0.3,0.509090909090909,0,25
"Carcharhinus obscurus",FALSE,707,353.5,353,0.5,0.5,0.499292786421499,0.000707213578500707,25
"Carcharhinus plumbeus",TRUE,107,53.5,54,0,0.5,0.504672897196262,0,25
"Carcharias taurus",TRUE,552,276,278,0,0.5,0.503623188405797,0,25
"Centrophorus squamosus",FALSE,515,257.5,180,77.5,0.5,0.349514563106796,0.150485436893204,25
"Centroscymnus owstonii",FALSE,527,158.1,158,0.0999999999999943,0.3,0.299810246679317,0.000189753320683101,25
"Galeorhinus galeus",FALSE,1925,962.5,524,438.5,0.5,0.272207792207792,0.227792207792208,25
"Halaelurus natalensis",TRUE,649,324.5,361,0,0.5,0.556240369799692,0,25
"Haploblepharus edwardsii",FALSE,687,412.2,411,1.19999999999999,0.6,0.59825327510917,0.00174672489082968,25
"Haploblepharus fuscus",TRUE,287,143.5,144,0,0.5,0.501742160278746,0,25
"Himantura leoparda",TRUE,172,51.6,84,0,0.3,0.488372093023256,0,25
"Himantura uarnak",TRUE,91,45.5,46,0,0.5,0.505494505494505,0,25
"Leucoraja wallacei",FALSE,1610,644,499,145,0.4,0.309937888198758,0.0900621118012422,25
"Mobula alfredi",TRUE,80,24,50,0,0.3,0.625,0,25
"Mobula birostris",TRUE,116,58,58,0,0.5,0.5,0,25
"Mobula kuhlii",TRUE,171,85.5,92,0,0.5,0.538011695906433,0,25
"Mustelus mustelus",FALSE,1503,751.5,582,169.5,0.5,0.387225548902196,0.112774451097804,25
"Myliobatis aquila",TRUE,810,405,419,0,0.5,0.517283950617284,0,25
"Neoraja stehmanni",TRUE,294,88.2,89,0,0.3,0.302721088435374,0,25
"Notorynchus cepedianus",TRUE,712,213.6,374,0,0.3,0.525280898876405,0,25
"Pateobatis fai",TRUE,36,10.8,18,0,0.3,0.5,0,25
"Pateobatis jenkinsii",TRUE,226,67.8,121,0,0.3,0.535398230088496,0,25
"Poroderma africanum",TRUE,570,171,292,0,0.3,0.512280701754386,0,25
"Poroderma pantherinum",TRUE,527,158.1,279,0,0.3,0.529411764705882,0,25
"Raja ocellifera",FALSE,765,459,442,17,0.6,0.577777777777778,0.0222222222222222,25
"Rhinoptera jayakari",TRUE,62,31,32,0,0.5,0.516129032258065,0,25
"Rhizoprionodon acutus",TRUE,77,23.1,31,0,0.3,0.402597402597403,0,25
"Rhynchobatus djiddensis",TRUE,149,74.5,76,0,0.5,0.51006711409396,0,25
"Rostroraja alba",FALSE,1778,889,514,375,0.5,0.289088863892013,0.210911136107987,25
"Scylliogaleus quecketti",TRUE,24,12,12,0,0.5,0.5,0,25
"Sphyrna zygaena",TRUE,666,333,354,0,0.5,0.531531531531532,0,25
"Squalus acanthias",FALSE,2123,636.9,598,38.9,0.3,0.281676872350447,0.0183231276495525,25
"Stegostoma tigrinum",TRUE,100,30,45,0,0.3,0.45,0,25
"Taeniurops meyeni",TRUE,85,42.5,46,0,0.5,0.541176470588235,0,25
"Triaenodon obesus",TRUE,27,8.1,16,0,0.3,0.592592592592593,0,25
"Sphyrna lewini",FALSE,669,200.7,153,47.7,0.3,0.228699551569507,0.0713004484304933,25
"Acroteriobatus annulatus",FALSE,1242,621,580,41,0.5,0.466988727858293,0.0330112721417069,26
"Acroteriobatus leucospilus",TRUE,161,80.5,81,0,0.5,0.503105590062112,0,26
"Aetobatus ocellatus",TRUE,188,56.4,95,0,0.3,0.50531914893617,0,26
"Aetomylaeus bovinus",TRUE,391,195.5,196,0,0.5,0.501278772378517,0,26
"Apristurus saldanha",FALSE,735,220.5,183,37.5,0.3,0.248979591836735,0.0510204081632653,26
"Bathytoshia lata",TRUE,933,279.9,459,0,0.3,0.491961414790997,0,26
"Carcharhinus albimarginatus",TRUE,10,3,8,0,0.3,0.8,0,26
"Carcharhinus amblyrhynchos",TRUE,23,11.5,19,0,0.5,0.826086956521739,0,26
"Carcharhinus amboinensis",TRUE,231,69.3,96,0,0.3,0.415584415584416,0,26
"Carcharhinus brachyurus",TRUE,1230,369,553,0,0.3,0.449593495934959,0,26
"Carcharhinus brevipinna",TRUE,247,74.1,103,0,0.3,0.417004048582996,0,26
"Carcharhinus leucas",TRUE,117,35.1,60,0,0.3,0.512820512820513,0,26
"Carcharhinus limbatus",TRUE,330,99,168,0,0.3,0.509090909090909,0,26
"Carcharhinus obscurus",TRUE,707,353.5,354,0,0.5,0.500707213578501,0,26
"Carcharhinus plumbeus",TRUE,107,53.5,54,0,0.5,0.504672897196262,0,26
"Carcharias taurus",TRUE,552,276,278,0,0.5,0.503623188405797,0,26
"Centrophorus squamosus",FALSE,515,257.5,179,78.5,0.5,0.347572815533981,0.152427184466019,26
"Centroscymnus owstonii",FALSE,527,158.1,157,1.09999999999999,0.3,0.297912713472486,0.00208728652751422,26
"Galeorhinus galeus",FALSE,1925,962.5,525,437.5,0.5,0.272727272727273,0.227272727272727,26
"Halaelurus natalensis",TRUE,649,324.5,361,0,0.5,0.556240369799692,0,26
"Haploblepharus edwardsii",FALSE,687,412.2,412,0.199999999999989,0.6,0.599708879184862,0.000291120815138266,26
"Haploblepharus fuscus",TRUE,287,143.5,144,0,0.5,0.501742160278746,0,26
"Himantura leoparda",TRUE,172,51.6,84,0,0.3,0.488372093023256,0,26
"Himantura uarnak",TRUE,91,45.5,46,0,0.5,0.505494505494505,0,26
"Leucoraja wallacei",FALSE,1610,644,500,144,0.4,0.31055900621118,0.0894409937888199,26
"Mobula alfredi",TRUE,80,24,50,0,0.3,0.625,0,26
"Mobula birostris",TRUE,116,58,58,0,0.5,0.5,0,26
"Mobula kuhlii",TRUE,171,85.5,92,0,0.5,0.538011695906433,0,26
"Mustelus mustelus",FALSE,1503,751.5,583,168.5,0.5,0.387890884896873,0.112109115103127,26
"Myliobatis aquila",TRUE,810,405,419,0,0.5,0.517283950617284,0,26
"Neoraja stehmanni",TRUE,294,88.2,89,0,0.3,0.302721088435374,0,26
"Notorynchus cepedianus",TRUE,712,213.6,375,0,0.3,0.526685393258427,0,26
"Pateobatis fai",TRUE,36,10.8,18,0,0.3,0.5,0,26
"Pateobatis jenkinsii",TRUE,226,67.8,121,0,0.3,0.535398230088496,0,26
"Poroderma africanum",TRUE,570,171,292,0,0.3,0.512280701754386,0,26
"Poroderma pantherinum",TRUE,527,158.1,279,0,0.3,0.529411764705882,0,26
"Raja ocellifera",FALSE,765,459,443,16,0.6,0.579084967320261,0.0209150326797386,26
"Rhinoptera jayakari",TRUE,62,31,32,0,0.5,0.516129032258065,0,26
"Rhizoprionodon acutus",TRUE,77,23.1,31,0,0.3,0.402597402597403,0,26
"Rhynchobatus djiddensis",TRUE,149,74.5,76,0,0.5,0.51006711409396,0,26
"Rostroraja alba",FALSE,1778,889,515,374,0.5,0.289651293588301,0.210348706411699,26
"Scylliogaleus quecketti",TRUE,24,12,12,0,0.5,0.5,0,26
"Sphyrna zygaena",TRUE,666,333,354,0,0.5,0.531531531531532,0,26
"Squalus acanthias",FALSE,2123,636.9,599,37.9,0.3,0.282147903909562,0.017852096090438,26
"Stegostoma tigrinum",TRUE,100,30,45,0,0.3,0.45,0,26
"Taeniurops meyeni",TRUE,85,42.5,46,0,0.5,0.541176470588235,0,26
"Triaenodon obesus",TRUE,27,8.1,16,0,0.3,0.592592592592593,0,26
"Sphyrna lewini",FALSE,669,200.7,153,47.7,0.3,0.228699551569507,0.0713004484304933,26
"Acroteriobatus annulatus",FALSE,1242,621,579,42,0.5,0.466183574879227,0.0338164251207729,27
"Acroteriobatus leucospilus",TRUE,161,80.5,81,0,0.5,0.503105590062112,0,27
"Aetobatus ocellatus",TRUE,188,56.4,95,0,0.3,0.50531914893617,0,27
"Aetomylaeus bovinus",FALSE,391,195.5,195,0.5,0.5,0.498721227621483,0.00127877237851662,27
"Apristurus saldanha",FALSE,735,220.5,184,36.5,0.3,0.250340136054422,0.0496598639455782,27
"Bathytoshia lata",TRUE,933,279.9,458,0,0.3,0.490889603429796,0,27
"Carcharhinus albimarginatus",TRUE,10,3,8,0,0.3,0.8,0,27
"Carcharhinus amblyrhynchos",TRUE,23,11.5,19,0,0.5,0.826086956521739,0,27
"Carcharhinus amboinensis",TRUE,231,69.3,96,0,0.3,0.415584415584416,0,27
"Carcharhinus brachyurus",TRUE,1230,369,552,0,0.3,0.448780487804878,0,27
"Carcharhinus brevipinna",TRUE,247,74.1,103,0,0.3,0.417004048582996,0,27
"Carcharhinus leucas",TRUE,117,35.1,60,0,0.3,0.512820512820513,0,27
"Carcharhinus limbatus",TRUE,330,99,168,0,0.3,0.509090909090909,0,27
"Carcharhinus obscurus",TRUE,707,353.5,354,0,0.5,0.500707213578501,0,27
"Carcharhinus plumbeus",TRUE,107,53.5,54,0,0.5,0.504672897196262,0,27
"Carcharias taurus",TRUE,552,276,278,0,0.5,0.503623188405797,0,27
"Centrophorus squamosus",FALSE,515,257.5,180,77.5,0.5,0.349514563106796,0.150485436893204,27
"Centroscymnus owstonii",FALSE,527,158.1,158,0.0999999999999943,0.3,0.299810246679317,0.000189753320683101,27
"Galeorhinus galeus",FALSE,1925,962.5,524,438.5,0.5,0.272207792207792,0.227792207792208,27
"Halaelurus natalensis",TRUE,649,324.5,360,0,0.5,0.554699537750385,0,27
"Haploblepharus edwardsii",FALSE,687,412.2,411,1.19999999999999,0.6,0.59825327510917,0.00174672489082968,27
"Haploblepharus fuscus",TRUE,287,143.5,144,0,0.5,0.501742160278746,0,27
"Himantura leoparda",TRUE,172,51.6,84,0,0.3,0.488372093023256,0,27
"Himantura uarnak",TRUE,91,45.5,46,0,0.5,0.505494505494505,0,27
"Leucoraja wallacei",FALSE,1610,644,499,145,0.4,0.309937888198758,0.0900621118012422,27
"Mobula alfredi",TRUE,80,24,50,0,0.3,0.625,0,27
"Mobula birostris",TRUE,116,58,58,0,0.5,0.5,0,27
"Mobula kuhlii",TRUE,171,85.5,92,0,0.5,0.538011695906433,0,27
"Mustelus mustelus",FALSE,1503,751.5,582,169.5,0.5,0.387225548902196,0.112774451097804,27
"Myliobatis aquila",TRUE,810,405,418,0,0.5,0.516049382716049,0,27
"Neoraja stehmanni",TRUE,294,88.2,89,0,0.3,0.302721088435374,0,27
"Notorynchus cepedianus",TRUE,712,213.6,374,0,0.3,0.525280898876405,0,27
"Pateobatis fai",TRUE,36,10.8,18,0,0.3,0.5,0,27
"Pateobatis jenkinsii",TRUE,226,67.8,121,0,0.3,0.535398230088496,0,27
"Poroderma africanum",TRUE,570,171,291,0,0.3,0.510526315789474,0,27
"Poroderma pantherinum",TRUE,527,158.1,278,0,0.3,0.527514231499051,0,27
"Raja ocellifera",FALSE,765,459,442,17,0.6,0.577777777777778,0.0222222222222222,27
"Rhinoptera jayakari",TRUE,62,31,32,0,0.5,0.516129032258065,0,27
"Rhizoprionodon acutus",TRUE,77,23.1,31,0,0.3,0.402597402597403,0,27
"Rhynchobatus djiddensis",TRUE,149,74.5,76,0,0.5,0.51006711409396,0,27
"Rostroraja alba",FALSE,1778,889,514,375,0.5,0.289088863892013,0.210911136107987,27
"Scylliogaleus quecketti",TRUE,24,12,12,0,0.5,0.5,0,27
"Sphyrna zygaena",TRUE,666,333,353,0,0.5,0.53003003003003,0,27
"Squalus acanthias",FALSE,2123,636.9,598,38.9,0.3,0.281676872350447,0.0183231276495525,27
"Stegostoma tigrinum",TRUE,100,30,45,0,0.3,0.45,0,27
"Taeniurops meyeni",TRUE,85,42.5,46,0,0.5,0.541176470588235,0,27
"Triaenodon obesus",TRUE,27,8.1,16,0,0.3,0.592592592592593,0,27
"Sphyrna lewini",FALSE,669,200.7,153,47.7,0.3,0.228699551569507,0.0713004484304933,27
"Acroteriobatus annulatus",FALSE,1242,621,580,41,0.5,0.466988727858293,0.0330112721417069,28
"Acroteriobatus leucospilus",TRUE,161,80.5,81,0,0.5,0.503105590062112,0,28
"Aetobatus ocellatus",TRUE,188,56.4,95,0,0.3,0.50531914893617,0,28
"Aetomylaeus bovinus",TRUE,391,195.5,196,0,0.5,0.501278772378517,0,28
"Apristurus saldanha",FALSE,735,220.5,183,37.5,0.3,0.248979591836735,0.0510204081632653,28
"Bathytoshia lata",TRUE,933,279.9,459,0,0.3,0.491961414790997,0,28
"Carcharhinus albimarginatus",TRUE,10,3,8,0,0.3,0.8,0,28
"Carcharhinus amblyrhynchos",TRUE,23,11.5,19,0,0.5,0.826086956521739,0,28
"Carcharhinus amboinensis",TRUE,231,69.3,96,0,0.3,0.415584415584416,0,28
"Carcharhinus brachyurus",TRUE,1230,369,553,0,0.3,0.449593495934959,0,28
"Carcharhinus brevipinna",TRUE,247,74.1,103,0,0.3,0.417004048582996,0,28
"Carcharhinus leucas",TRUE,117,35.1,60,0,0.3,0.512820512820513,0,28
"Carcharhinus limbatus",TRUE,330,99,168,0,0.3,0.509090909090909,0,28
"Carcharhinus obscurus",TRUE,707,353.5,354,0,0.5,0.500707213578501,0,28
"Carcharhinus plumbeus",TRUE,107,53.5,54,0,0.5,0.504672897196262,0,28
"Carcharias taurus",TRUE,552,276,278,0,0.5,0.503623188405797,0,28
"Centrophorus squamosus",FALSE,515,257.5,179,78.5,0.5,0.347572815533981,0.152427184466019,28
"Centroscymnus owstonii",FALSE,527,158.1,157,1.09999999999999,0.3,0.297912713472486,0.00208728652751422,28
"Galeorhinus galeus",FALSE,1925,962.5,525,437.5,0.5,0.272727272727273,0.227272727272727,28
"Halaelurus natalensis",TRUE,649,324.5,361,0,0.5,0.556240369799692,0,28
"Haploblepharus edwardsii",FALSE,687,412.2,412,0.199999999999989,0.6,0.599708879184862,0.000291120815138266,28
"Haploblepharus fuscus",TRUE,287,143.5,144,0,0.5,0.501742160278746,0,28
"Himantura leoparda",TRUE,172,51.6,84,0,0.3,0.488372093023256,0,28
"Himantura uarnak",TRUE,91,45.5,46,0,0.5,0.505494505494505,0,28
"Leucoraja wallacei",FALSE,1610,644,500,144,0.4,0.31055900621118,0.0894409937888199,28
"Mobula alfredi",TRUE,80,24,50,0,0.3,0.625,0,28
"Mobula birostris",TRUE,116,58,58,0,0.5,0.5,0,28
"Mobula kuhlii",TRUE,171,85.5,92,0,0.5,0.538011695906433,0,28
"Mustelus mustelus",FALSE,1503,751.5,583,168.5,0.5,0.387890884896873,0.112109115103127,28
"Myliobatis aquila",TRUE,810,405,419,0,0.5,0.517283950617284,0,28
"Neoraja stehmanni",FALSE,294,88.2,88,0.200000000000003,0.3,0.299319727891156,0.000680272108843547,28
"Notorynchus cepedianus",TRUE,712,213.6,375,0,0.3,0.526685393258427,0,28
"Pateobatis fai",TRUE,36,10.8,18,0,0.3,0.5,0,28
"Pateobatis jenkinsii",TRUE,226,67.8,121,0,0.3,0.535398230088496,0,28
"Poroderma africanum",TRUE,570,171,292,0,0.3,0.512280701754386,0,28
"Poroderma pantherinum",TRUE,527,158.1,279,0,0.3,0.529411764705882,0,28
"Raja ocellifera",FALSE,765,459,443,16,0.6,0.579084967320261,0.0209150326797386,28
"Rhinoptera jayakari",TRUE,62,31,32,0,0.5,0.516129032258065,0,28
"Rhizoprionodon acutus",TRUE,77,23.1,31,0,0.3,0.402597402597403,0,28
"Rhynchobatus djiddensis",TRUE,149,74.5,76,0,0.5,0.51006711409396,0,28
"Rostroraja alba",FALSE,1778,889,515,374,0.5,0.289651293588301,0.210348706411699,28
"Scylliogaleus quecketti",TRUE,24,12,12,0,0.5,0.5,0,28
"Sphyrna zygaena",TRUE,666,333,354,0,0.5,0.531531531531532,0,28
"Squalus acanthias",FALSE,2123,636.9,599,37.9,0.3,0.282147903909562,0.017852096090438,28
"Stegostoma tigrinum",TRUE,100,30,45,0,0.3,0.45,0,28
"Taeniurops meyeni",TRUE,85,42.5,46,0,0.5,0.541176470588235,0,28
"Triaenodon obesus",TRUE,27,8.1,16,0,0.3,0.592592592592593,0,28
"Sphyrna lewini",FALSE,669,200.7,153,47.7,0.3,0.228699551569507,0.0713004484304933,28
"Acroteriobatus annulatus",FALSE,1242,621,579,42,0.5,0.466183574879227,0.0338164251207729,29
"Acroteriobatus leucospilus",TRUE,161,80.5,81,0,0.5,0.503105590062112,0,29
"Aetobatus ocellatus",TRUE,188,56.4,95,0,0.3,0.50531914893617,0,29
"Aetomylaeus bovinus",FALSE,391,195.5,195,0.5,0.5,0.498721227621483,0.00127877237851662,29
"Apristurus saldanha",FALSE,735,220.5,184,36.5,0.3,0.250340136054422,0.0496598639455782,29
"Bathytoshia lata",TRUE,933,279.9,458,0,0.3,0.490889603429796,0,29
"Carcharhinus albimarginatus",TRUE,10,3,8,0,0.3,0.8,0,29
"Carcharhinus amblyrhynchos",TRUE,23,11.5,19,0,0.5,0.826086956521739,0,29
"Carcharhinus amboinensis",TRUE,231,69.3,95,0,0.3,0.411255411255411,0,29
"Carcharhinus brachyurus",TRUE,1230,369,552,0,0.3,0.448780487804878,0,29
"Carcharhinus brevipinna",TRUE,247,74.1,102,0,0.3,0.412955465587045,0,29
"Carcharhinus leucas",TRUE,117,35.1,60,0,0.3,0.512820512820513,0,29
"Carcharhinus limbatus",TRUE,330,99,167,0,0.3,0.506060606060606,0,29
"Carcharhinus obscurus",FALSE,707,353.5,353,0.5,0.5,0.499292786421499,0.000707213578500707,29
"Carcharhinus plumbeus",TRUE,107,53.5,54,0,0.5,0.504672897196262,0,29
"Carcharias taurus",TRUE,552,276,277,0,0.5,0.501811594202899,0,29
"Centrophorus squamosus",FALSE,515,257.5,180,77.5,0.5,0.349514563106796,0.150485436893204,29
"Centroscymnus owstonii",FALSE,527,158.1,158,0.0999999999999943,0.3,0.299810246679317,0.000189753320683101,29
"Galeorhinus galeus",FALSE,1925,962.5,524,438.5,0.5,0.272207792207792,0.227792207792208,29
"Halaelurus natalensis",TRUE,649,324.5,360,0,0.5,0.554699537750385,0,29
"Haploblepharus edwardsii",FALSE,687,412.2,411,1.19999999999999,0.6,0.59825327510917,0.00174672489082968,29
"Haploblepharus fuscus",FALSE,287,143.5,143,0.5,0.5,0.498257839721254,0.00174216027874564,29
"Himantura leoparda",TRUE,172,51.6,84,0,0.3,0.488372093023256,0,29
"Himantura uarnak",TRUE,91,45.5,46,0,0.5,0.505494505494505,0,29
"Leucoraja wallacei",FALSE,1610,644,500,144,0.4,0.31055900621118,0.0894409937888199,29
"Mobula alfredi",TRUE,80,24,50,0,0.3,0.625,0,29
"Mobula birostris",TRUE,116,58,58,0,0.5,0.5,0,29
"Mobula kuhlii",TRUE,171,85.5,92,0,0.5,0.538011695906433,0,29
"Mustelus mustelus",FALSE,1503,751.5,582,169.5,0.5,0.387225548902196,0.112774451097804,29
